adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/3ZohISQDjkS0PtjCJss72MFaBEj.jpg,[53],9491,en,Blue Steel,"Rookie cop Megan Turner orders a burglar to drop his gun. He whirls to shoot. Too late. Turner fires, killing him instantly. When someone lifts the assailant's gun from the crime scene, the police hold Turner accountable for killing an unarmed man. That same someone carves Turner's name into the bullets and uses them in a series of murders. Turner teams up with detective Nick Mann to clear her name and catch the killer. But she is drawn into a deadly game of wits with a psychopath who's always one step ahead… and much closer than she thinks!",2.2349,/mPUrodB3k8NYcvr4WPwtjSe1Mv9.jpg,1990-03-16,Blue Steel,False,5.819,423
False,/rRKkjLh8gKa4NYA9zDEi4lSinF2.jpg,[37],9588,en,Quigley Down Under,"American Matt Quigley answers Australian land baron Elliott Marston's ad for a sharpshooter to kill the dingoes on his property. But when Quigley finds out that Marston's real target is the aborigines, Quigley hits the road. Now, even American expatriate Crazy Cora can't keep Quigley safe in his cat-and-mouse game with the homicidal Marston.",2.6585,/93HWOYFsjLsCJC8RawGLv1ANZwS.jpg,1990-10-17,Quigley Down Under,False,6.7,393
False,/sQNPWOTzl5kkZTW5ogSu0uSnreB.jpg,"[37, 12]",9086,en,Young Guns II,"Three of the original five ""young guns"" — Billy the Kid, Jose Chavez y Chavez, and Doc Scurlock — return in Young Guns, Part 2, which is the story of Billy the Kid and his race to safety in Old Mexico while being trailed by a group of government agents led by Pat Garrett.",2.2527,/7kMjla98srGHlFzAEmoGRcr6GN1.jpg,1990-08-01,Young Guns II,False,6.501,555
False,/buKNgOSN0aeSMQvY44bG1zZR8cZ.jpg,"[28, 35]",57663,cn,賭侠,"Sing finds Michael ""Dagger"" Chan in order to become Ko Chun's next disciple, but the two must put aside their differences when they discover that a gang boss is bent on ruining the God of Gamblers' name.",2.5123,/n0XsAtHYssJ75n4ypT34YEGNlEn.jpg,1990-12-13,God of Gamblers II,False,6.8,102
False,/m65TbPOEmA8hU5HS5qBAPGQ7ave.jpg,"[28, 12]",18860,cn,笑傲江湖,"When a scroll containing valuable martial arts secrets is stolen from the Emperor, an army detachment is sent to recover it. It is based on the novel The Smiling, Proud Wanderer by Jinyong.",3.1216,/tnbQngk3fKAqwqyVmqxBXvoD3DZ.jpg,1990-04-05,Swordsman,False,7.0,83
False,/bxD9dOUhAT2hcuhhv0rL0WXQkRC.jpg,[28],19086,en,Delta Force 2: The Colombian Connection,"When DEA agents are taken captive by a ruthless South American kingpin, the Delta Force is reunited to rescue them in this sequel to the 1986 film.",2.3659,/9rBVHD1gYSx5bOwCgqSdljUXKY8.jpg,1990-08-24,Delta Force 2: The Colombian Connection,False,5.467,214
False,,"[28, 16, 35, 18, 14, 27]",597879,ja,魔物ハンター妖子,"Yohko Mano is introduced. Yohko goes about her daily life; day dreaming about a cute guy named Hideki. Yohko learns that her family has a long history of being devil hunters. But this time the demons decide to take out the next devil hunter before she can fight back. After a failed attempt to take Yohko's virginity (so that she can't become a devil hunter), the demons decide to use Hideki as bait. Yohko must become the 108th devil hunter and rescue the man of her dreams. The English-dubbed ""Special Edition"" of this episode restores approximately 30 seconds of assorted footage that was cut from the final Japanese print of the film.",1.1693,/k4O5RSCv52LscQkR5vW2Mo4pXoU.jpg,1990-12-01,Devil Hunter Yohko,False,9.0,1
False,/reB9Xbx2i6tv5Io7MXBZ4jmSvKe.jpg,"[28, 35, 80]",88889,cn,瘦虎肥龍,"King-sized martial arts hero Sammo Hung stars in this wild and wacky blend of action and comedy. Skinny (Karl Maka) and Fatty (Sammo Hung) are a pair of police detectives who soon find themselves on the outs with their boss when they accidentally make a mess of his wedding while chasing Tak, a big league drug trafficker. Skinny and Fatty are forced to leave their jobs, but while on holiday in Singapore, they forget their troubles when they both find love with beautiful women. However, Tak is convinced the former cops are still a threat, and when he abducts their girlfriends, Skinny and Fatty swing into action to rescue them.",2.3414,/rRrIYV96qAOFSLVze6J2t1vQKNC.jpg,1990-06-28,"Skinny Tiger, Fatty Dragon",False,6.9,28
False,/cK1e6u74LP4FZm0OYVn87JNnNmi.jpg,"[28, 80]",45447,cn,皇家女將,"Hong Kong police officer Mina Kao marries Huang Tsung-Pao, who is a member of a law enforcement dynasty. His father and his many sisters are also officers, and the eldest sister Chia-Ling is one of the highest ranking women in the police department. When a Vietnamese gang begins a rampage through the city, the women must overcome their suspicion of one another to bring the criminals to justice.",2.8593,/7XumtdPXkoKZ2mXhSxyPcAPkGm.jpg,1990-04-07,She Shoots Straight,False,6.464,28
False,/s5gTopKJP3CL6xzi8oS90EtyTn.jpg,"[28, 35]",40346,cn,賭聖,"Sing, a dumb, lovable mainlander with supernatural powers comes to China to visit his uncle Tat. When it's revealed that Sing can see through objects, Tat employs him as ""The Saint of Gamblers,"" and proceeds to set him loose in the gambling world.",2.3335,/499lpFBmfvKgqxROaP1PiUkFja5.jpg,1990-08-18,All for the Winner,False,6.7,89
False,/hExj5Q2lrXZCjZQT0N9j3MHpa9n.jpg,"[35, 10749]",9768,en,Cry-Baby,A prim and proper schoolgirl goes against her society grandmother's wishes when she dates a motorcycle-riding juvenile delinquent.,3.4345,/d2QusoWfW4azJtHtJkyLMGSv33n.jpg,1990-04-06,Cry-Baby,False,6.531,1514
False,,"[99, 10402]",1080044,en,All Day and All Night: Memories from Beale Street Musicians,"Blues legends B.B. King and Rufus Thomas, plus Evelyn Young, Gatemouth Moore, Fred Ford, Honeymoon Garner, Booker T. Laury, and others play jam sessions & tell stories about Memphis' Beale Street. Filmed in Memphis in the late 80's,  the award-winning documentary has been lovingly remastered and restored from the original 16mm film and audio tape. A personal look at a neighborhood where the music lasted ""all day and all night"". It's a must-see for any music fan.",1.2027,/xm1FwVjvDuEwZjpmybwcMIt9aql.jpg,1990-02-23,All Day and All Night: Memories from Beale Street Musicians,False,0.0,0
False,/7S0xxHy2xYW6spljjva1NOU8I59.jpg,[53],24249,en,Bad Influence,"Wimpy young executive Michael is about to get pulverized by a jealous boyfriend in a bar when a handsome, mysterious stranger steps in—and then disappears. Later that night, Michael runs into a stranger on a pier, who wheedles his way into Michael's life and turns it upside down.",2.6146,/8s4TwiCCBVnikc140osRlhjFFS0.jpg,1990-03-09,Bad Influence,False,6.0,166
False,/3T23wNGVoj9aVrs5Usj839STgzZ.jpg,"[28, 80]",58412,cn,洗黑錢,"An ex-cop and divorce lawyer team up with a gangster to clear their names after getting involved in a dirty money scheme led by a vicious money launderer, who plans to expand his business and wipe out anyone who stands in his way.",2.2348,/7DKQvMAiYBHBRVNtgc3qAxoAe6l.jpg,1990-08-11,Tiger Cage II,False,6.971,35
False,/i4xmarvgtPqTcpA12ECxBP16gRD.jpg,"[18, 80, 53]",1662,en,State of Grace,"Hell's Kitchen, New York. Terry Noonan returns home after a ten-year absence. He soon reconnects with Jackie, a childhood friend and member of the Irish mob, and rekindles his love affair with Jackie's sister Kathleen.",1.932,/dNMeRLY3MeY2FFeh639plHai3F1.jpg,1990-09-14,State of Grace,False,6.955,374
False,/uXdilXyp8Oys5BguQaiJKYIcsJT.jpg,"[12, 18, 53]",10847,en,Lord of the Flies,"When their plane crashes, 25 schoolboys find themselves trapped on a tropical island, miles from civilization.",1.9157,/xhxWsFgBYyDfRWfOhM1OrV88QDJ.jpg,1990-03-16,Lord of the Flies,False,6.37,571
False,/d4p6VPoN70CnTV74jbW5ltlDgsh.jpg,"[35, 18, 10749]",4587,en,Mermaids,"Fifteen-year-old Charlotte Flax is tired of her wacky mom moving their family to a different town any time she feels it is necessary. When they move to a small Massachusetts town and Mrs. Flax begins dating a shopkeeper, Charlotte and her 9-year-old sister, Kate, hope that they can finally settle down. But when Charlotte's attraction to an older man gets in the way, the family must learn to accept each other for who they truly are.",1.9731,/1VufMcp0euY2LpmKiVv8xnbB9Om.jpg,1990-12-14,Mermaids,False,6.734,533
False,/9Njx2J5p4f4OaH6vZZHUCxw73uK.jpg,"[28, 80, 18, 53]",6723,en,The Rookie,"Veteran cop Nick Pulovski is used to playing musical partners; many of the partners he's had in the past have died on the job, and often as a result of Nick's risky tactics. But the rookie who's been assigned to help Nick bust a carjacking ring is almost as hotheaded as he is … and when Nick gets kidnapped, his newbie partner is his only hope.",2.7134,/pr37i12Qe1gGxMBf6GTIDZvfFIT.jpg,1990-12-07,The Rookie,False,5.866,569
False,/mzmJAIO1mYHapSPVSFRATuGxfKU.jpg,"[35, 18]",44281,ar,عصفور السطح,"Twelve-year-old Noura dangles uncertainly in that difficult netherworld between childhood and adulthood. His growing libido has gotten him banned from the women's baths, where his mother took him when he was younger, but he's not yet old enough to participate in grown-up discussions with the men of his Tunisian village. Noura's only real friend is a troublemaker named Salih -- the village political outcast.",2.6206,/uI7hb9flZetd0KZoN2BGHLq4uvZ.jpg,1990-09-14,Halfaouine: Boy of the Terraces,False,6.431,58
False,/1n5pOyD8aseJ5oyPY3RlK5SS1hW.jpg,"[27, 9648, 53, 10770]",40377,en,Psycho IV: The Beginning,"When he hears talk radio host Fran Ambrose discussing the topic of matricide, Norman calls in under a false name to tell his story.",2.3347,/vxWTkQRAvTvA6rbBhsdC4pdnHuq.jpg,1990-11-10,Psycho IV: The Beginning,False,5.67,276
False,/pI56isyuRNOr4fFr0jRlIPnr3wv.jpg,"[35, 27, 878]",27274,en,Frankenhooker,"A medical school dropout loses his fiancée in a tragic lawnmower incident and decides to bring her back to life. Unfortunately, he was only able to save her head, so he goes to the red light district in the city and lures prostitutes into a hotel room so he can collect body parts to reassemble her.",1.7644,/s8Oubzkc2pPdOdj4D23ljZSKRbg.jpg,1990-06-01,Frankenhooker,False,6.3,333
False,/AiAkvd6RuRVs0yd0712ZmXwr1U0.jpg,"[28, 16, 35, 10770, 80]",80861,ja,ルパン三世 ヘミングウェイ・ペーパーの謎,"A bloody civil war is the setting for Lupin's latest caper; the leader for one of the factions holds documents written by Earnest Hemingway and contain the location of a remarkable treasure. With Goemon and Jigen fighting on opposite sides of the war, Lupin must tackle this challenge alone. As the war rages on, can Lupin secure the treasure and keep Goemon and Jigen from killing each other?!",2.3556,/hMLkyDSKJb9Cm6rewK300Akl54i.jpg,1990-03-01,Lupin the Third: The Hemingway Papers,False,6.263,40
False,/dg6qcLD0IOLBvAq2PPFfllaU1Oj.jpg,"[27, 14, 28]",20481,en,Nightbreed,"A troubled young man is drawn to a mythical place called Midian where a variety of friendly monsters are hiding from humanity. Meanwhile, a sadistic serial killer is looking for a patsy.",2.1054,/1ChluYH0BEvJo3gtYoFHnMZI660.jpg,1990-02-16,Nightbreed,False,6.377,487
False,/1ZeURMZP7GdKWhwK142IuGqGUZH.jpg,"[10751, 16, 35]",530,en,A Grand Day Out,"Wallace and Gromit have run out of cheese, and this provides an excellent excuse for the duo to take their holiday to the moon, where, as everyone knows, there is ample cheese.  Preserved by the Academy Film Archive.",1.7171,/h5e3r12VwfUotN36fBr1DNeCD4n.jpg,1990-05-18,A Grand Day Out,False,7.479,928
False,/xSLWhUAX1SGls62arryd7n0fvP6.jpg,"[35, 10749]",444996,ja,ネオ チンピラ 鉄砲玉ぴゅ～,"Junko (Sho Aikawa) is a low-level yakuza in the service of Yoshikawa (Toru Minegishi), despite the misgivings of his uncle (Jo Shishido). He lives off of the money earned by his girlfriend and is more interested in trying to look cool than anything else. He meets Yumeko (Chikako Aoyama), an innocent but dangerous narcoleptic runaway, after she steals his car, and she soon moves in with him.  Following the assassination of a high-ranking member by the Kazama Family, Junko is called on to be the lookout while the family gets revenge. However, the other men quickly ""zoom"", or escape from their duty, leaving the task to Junko. Will he take out Kazama, or will he zoom?",1.7786,/pMd41OUDkxPCdxbgMG4hE9ggDre.jpg,1990-05-11,Neo Chinpira: Zoom Goes the Bullet,False,5.0,2
False,/6jF3HdLkHsEJtw8qKoEyZ9oJ7qB.jpg,[10749],17993,en,Henry & June,"While traveling in Paris, author Henry Miller and his wife, June, meet Anais Nin, and sexual sparks fly as Nin starts an affair with the openly bisexual June. When June is forced to return to the U.S., she gives Nin her blessing to sleep with her husband. Then, when June returns to France, an unexpected, and sometimes contentious, threesome forms.",2.1603,/cDMQLwT5LpdbA4dc4Twn43sbGRw.jpg,1990-09-28,Henry & June,False,6.1,201
False,/lQdlgYjRoiZPQElWhuIkwCnAxS7.jpg,"[16, 35, 10751, 878]",17009,en,Jetsons: The Movie,George Jetson is forced to uproot his family when Mr. Spacely promotes him to take charge of a new factory on a distant planet.,1.7775,/u7MciwvfyYrvZEua22wz48Puu7O.jpg,1990-06-06,Jetsons: The Movie,False,5.985,194
False,/1dlJhuZMQHs0UYGrE22nKvroe6j.jpg,[28],427910,en,Navy Seals,"During a rescue mission, a team of Navy Seals discovers that a terrorist group has access to deadly, US-built Stinger missiles and must set out to locate and destroy them before they can be used.",1.9644,/8SGNGtWDOTbbT9XsMTgfoVHGb2s.jpg,1990-07-20,Navy Seals,False,5.34,250
False,/j1Q9PSiRxpUZPtzislzEsyDgRCy.jpg,"[10402, 18]",8428,en,Pump Up the Volume,"Mark Hunter, a lonely high school student, uses his shortwave radio to moonlight as the popular pirate DJ ""Hard Harry."" When his show gets blamed for a teen committing suicide, the students clash with high school faculty and the authorities.",1.954,/s1SyKrARJG2R7FyS4zkNdaekLAW.jpg,1990-08-22,Pump Up the Volume,False,7.059,372
False,/6jOouoRad9npUjPKqjIA8faJrgv.jpg,"[28, 80, 18, 53]",36884,en,"No Retreat, No Surrender 3: Blood Brothers","Two feuding brothers (one a policeman, the other a martial arts expert) of different political views, join forces to avenge the death of their father, a retired agent, killed by the mafia.",1.8253,/3r3ENoHaOt4dUrqRKiKa3sqfMa0.jpg,1990-01-25,"No Retreat, No Surrender 3: Blood Brothers",False,6.421,82
False,/yme0UvacQuWaZK9QiywD6lvx0Oz.jpg,"[18, 10749]",41003,en,White Palace,"Max Baron is a Jewish advertising executive in his 20s who's still getting over the death of his wife. Nora Baker is a 40-something diner waitress who enjoys the wilder side of life. Mismatched or not, their attraction is instant and smoldering. With time, however, their class and age differences become an obstacle in their relationship, especially since Max can't keep Nora a secret from his Jewish friends and upper-crust associates forever.",2.0372,/8H63Gjhfa5f2zkXgEuFA2ThdDJ6.jpg,1990-10-19,White Palace,False,6.1,145
False,/8kVhN0OC5AmdHJJ1BxKCakZhvQO.jpg,"[18, 10752, 28]",12651,en,Memphis Belle,"The ""Memphis Belle"" is a World War II bomber, piloted by a young crew on dangerous bombing raids into Europe. The crew only have to make one more bombing raid before they have finished their duty and can go home. In the briefing before their last flight, the crew discover that the target for the day is Bremen.",2.0827,/epsraI4swsSu9Fyefj7vPPhsOHK.jpg,1990-09-07,Memphis Belle,False,6.719,395
False,/qZ8t05qidOjhSSsaByxxpu6CKOH.jpg,"[35, 10749]",2565,en,Joe Versus the Volcano,"Hypochondriac Joe Banks finds out he has six months to live, quits his dead end job, musters the courage to ask his co-worker out on a date, and is then hired to jump into a volcano by a mysterious visitor.",1.8049,/fwjMUuDZUxedfsUpVQKQN8cYfzB.jpg,1990-03-09,Joe Versus the Volcano,False,5.758,543
False,/9OpLLvTG3lK1tjOHyC0zIw49pRu.jpg,[35],16094,en,House Party,"Young Kid has been invited to a party at his friend Play's house. But after a fight at school, Kid's father grounds him. None the less, Kid sneaks out when his father falls asleep. But Kid doesn't know that three of the thugs at school have decided to give him a lesson in behavior.",2.1262,/hmUsEUI7RdgvTznkLCNSOHnjU4O.jpg,1990-01-20,House Party,False,6.38,241
